Timestamp,Value,IsGood
2016-12-27T12:00:00.0000000,-0.020620726,TRUE
2016-12-27T12:01:00.0000000,0.185124941,TRUE
2016-12-27T12:02:00.0000000,0.534402765,TRUE
2016-12-27T12:03:00.0000000,0.92368714,TRUE
2016-12-27T12:04:00.0000000,1.259340685,TRUE
2016-12-27T12:05:00.0000000,1.47660072,TRUE
2016-12-27T12:06:00.0000000,1.548716549,TRUE
2016-12-27T12:07:00.0000000,1.485995253,TRUE
2016-12-27T12:08:00.0000000,1.326797031,TRUE
2016-12-27T12:09:00.0000000,1.123937585,TRUE
2016-12-27T12:10:00.0000000,0.930347543,TRUE
