Timestamp,Value,IsGood
1900-01-01T00:00:00.000,-0.021698868,TRUE
1900-01-01T00:00:00.001,-0.021488952,TRUE
1900-01-01T00:00:00.002,-0.021278101,TRUE
1900-01-01T00:00:00.003,-0.021066315,TRUE
1900-01-01T00:00:00.004,-0.020853595,TRUE
1900-01-01T00:00:00.005,-0.020639941,TRUE
1900-01-01T00:00:00.006,-0.020425355,TRUE
1900-01-01T00:00:00.007,-0.020209836,TRUE
1900-01-01T00:00:00.008,-0.019993386,TRUE
1900-01-01T00:00:00.009,-0.019776005,TRUE
1900-01-01T00:00:00.010,-0.019557693,TRUE
1900-01-01T00:00:00.011,-0.019338452,TRUE
1900-01-01T00:00:00.012,-0.019118281,TRUE
1900-01-01T00:00:00.013,-0.018897181,TRUE
1900-01-01T00:00:00.014,-0.018675154,TRUE
1900-01-01T00:00:00.015,-0.018452199,TRUE
1900-01-01T00:00:00.016,-0.018228317,TRUE
1900-01-01T00:00:00.017,-0.018003509,TRUE
1900-01-01T00:00:00.018,-0.017777775,TRUE
1900-01-01T00:00:00.019,-0.017551116,TRUE
1900-01-01T00:00:00.020,-0.017323533,TRUE
1900-01-01T00:00:00.021,-0.017095026,TRUE
1900-01-01T00:00:00.022,-0.016865596,TRUE
1900-01-01T00:00:00.023,-0.016635243,TRUE
1900-01-01T00:00:00.024,-0.016403968,TRUE
1900-01-01T00:00:00.025,-0.016171772,TRUE
1900-01-01T00:00:00.026,-0.015938655,TRUE
1900-01-01T00:00:00.027,-0.015704618,TRUE
1900-01-01T00:00:00.028,-0.015469661,TRUE
1900-01-01T00:00:00.029,-0.015233785,TRUE
1900-01-01T00:00:00.030,-0.014996991,TRUE
1900-01-01T00:00:00.031,-0.014759279,TRUE
1900-01-01T00:00:00.032,-0.01452065,TRUE
1900-01-01T00:00:00.033,-0.014281105,TRUE
1900-01-01T00:00:00.034,-0.014040644,TRUE
1900-01-01T00:00:00.035,-0.013799267,TRUE
1900-01-01T00:00:00.036,-0.013556976,TRUE
1900-01-01T00:00:00.037,-0.013313771,TRUE
1900-01-01T00:00:00.038,-0.013069652,TRUE
1900-01-01T00:00:00.039,-0.012824621,TRUE
1900-01-01T00:00:00.040,-0.012578677,TRUE
1900-01-01T00:00:00.041,-0.012331822,TRUE
1900-01-01T00:00:00.042,-0.012084056,TRUE
1900-01-01T00:00:00.043,-0.01183538,TRUE
1900-01-01T00:00:00.044,-0.011585793,TRUE
1900-01-01T00:00:00.045,-0.011335298,TRUE
1900-01-01T00:00:00.046,-0.011083895,TRUE
1900-01-01T00:00:00.047,-0.010831583,TRUE
1900-01-01T00:00:00.048,-0.010578365,TRUE
1900-01-01T00:00:00.049,-0.01032424,TRUE
1900-01-01T00:00:00.050,-0.010069208,TRUE
1900-01-01T00:00:00.051,-0.009813272,TRUE
1900-01-01T00:00:00.052,-0.009556431,TRUE
1900-01-01T00:00:00.053,-0.009298686,TRUE
1900-01-01T00:00:00.054,-0.009040037,TRUE
1900-01-01T00:00:00.055,-0.008780485,TRUE
1900-01-01T00:00:00.056,-0.008520032,TRUE
1900-01-01T00:00:00.057,-0.008258677,TRUE
1900-01-01T00:00:00.058,-0.007996421,TRUE
1900-01-01T00:00:00.059,-0.007733264,TRUE
1900-01-01T00:00:00.060,-0.007469208,TRUE
1900-01-01T00:00:00.061,-0.007204253,TRUE
1900-01-01T00:00:00.062,-0.0069384,TRUE
1900-01-01T00:00:00.063,-0.006671648,TRUE
1900-01-01T00:00:00.064,-0.006404,TRUE
1900-01-01T00:00:00.065,-0.006135455,TRUE
1900-01-01T00:00:00.066,-0.005866014,TRUE
1900-01-01T00:00:00.067,-0.005595679,TRUE
1900-01-01T00:00:00.068,-0.005324448,TRUE
1900-01-01T00:00:00.069,-0.005052324,TRUE
1900-01-01T00:00:00.070,-0.004779306,TRUE
1900-01-01T00:00:00.071,-0.004505396,TRUE
1900-01-01T00:00:00.072,-0.004230593,TRUE
1900-01-01T00:00:00.073,-0.0039549,TRUE
1900-01-01T00:00:00.074,-0.003678315,TRUE
1900-01-01T00:00:00.075,-0.003400841,TRUE
1900-01-01T00:00:00.076,-0.003122477,TRUE
1900-01-01T00:00:00.077,-0.002843224,TRUE
1900-01-01T00:00:00.078,-0.002563083,TRUE
1900-01-01T00:00:00.079,-0.002282054,TRUE
1900-01-01T00:00:00.080,-0.002000139,TRUE
1900-01-01T00:00:00.081,-0.001717337,TRUE
1900-01-01T00:00:00.082,-0.00143365,TRUE
1900-01-01T00:00:00.083,-0.001149078,TRUE
1900-01-01T00:00:00.084,-0.000863621,TRUE
1900-01-01T00:00:00.085,-0.000577281,TRUE
1900-01-01T00:00:00.086,-0.000290058,TRUE
